step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
31,,,,,0.00012852145300712436,0.04603367671370506,0.0012151027331128716,0.0012151027331128716,,,,
32,,,,,0.00012329667515587062,0.046859145164489746,0.0012331269681453705,0.0012331269681453705,,,,
33,,,,,0.00012248038547113538,0.04464848339557648,0.0011774522718042135,0.0011774522718042135,,,,
34,,,,,0.00011425615957705304,0.043421950191259384,0.001142677036114037,0.001142677036114037,,,,
35,,,,,0.00011728860408766195,0.043665722012519836,0.0011502873385325074,0.0011502873385325074,,,,
36,,,,,0.00011071179324062541,0.04208428040146828,0.001107462914660573,0.001107462914660573,,,,
37,,,,,0.00011713583808159456,0.04402937740087509,0.0011593023082241416,0.0011593023082241416,,,,
38,,,,,0.00011572395305847749,0.042470332235097885,0.0011196203995496035,0.0011196203995496035,,,,
39,,,,,0.00011875334166688845,0.04331706091761589,0.0011423032265156507,0.0011423032265156507,,,,
40,7.636844384251162e-05,0.042755305767059326,0.001107066753320396,0.001107066753320396,0.00011003344843629748,0.04029732942581177,0.001062449999153614,0.001062449999153614,100.0,100.0,2.700148047470465,2.700148047470465
41,,,,,0.00010709585330914706,0.03965570405125618,0.0010449406690895557,0.0010449406690895557,,,,
42,,,,,0.00010929838754236698,0.03998197242617607,0.0010541985975578427,0.0010541985975578427,,,,
43,,,,,0.00010684136213967577,0.038507912307977676,0.0010161185637116432,0.0010161185637116432,,,,
44,,,,,0.00010655370715539902,0.038618698716163635,0.001018744194880128,0.001018744194880128,,,,
45,,,,,0.00010755231051007286,0.03793863207101822,0.0010022420901805162,0.0010022420901805162,,,,
46,,,,,0.00010939711501123384,0.03830515593290329,0.001012327498756349,0.001012327498756349,,,,
47,,,,,9.714593761600554e-05,0.035593364387750626,0.0009384071454405785,0.0009384071454405785,,,,
48,,,,,9.820181730901822e-05,0.036408718675374985,0.0009593189461156726,0.0009593189461156726,,,,
49,,,,,9.81876946752891e-05,0.03549562022089958,0.000936484313569963,0.000936484313569963,,,,
50,8.230969251599163e-05,0.046408381313085556,0.001201364560984075,0.001201364560984075,0.00010134160402230918,0.037576671689748764,0.0009900875156745315,0.0009900875156745315,100.0,100.0,2.720157158084032,2.7264930655103212
51,,,,,9.660622163210064e-05,0.036002613604068756,0.0009483684552833438,0.0009483684552833438,,,,
52,,,,,9.613602014724165e-05,0.03535617142915726,0.0009319722885265946,0.0009319722885265946,,,,
53,,,,,9.53647613641806e-05,0.03476480022072792,0.0009168025571852922,0.0009168025571852922,,,,
54,,,,,9.431531361769885e-05,0.03442296385765076,0.0009077318827621639,0.0009077318827621639,,,,
