,File name,Holding current,Access resistance,Membrane resistance,Membrane capacitance,Tau decay constant
20,23n16059.abf,-30.05067994592331,24.746627325513206,322.9255483886655,70.27397651848018,1.739043907584695
21,23n16062.abf,-53.553317139877656,16.462303942962816,328.9314060339003,86.12294997812509,1.417782179004478
22,23n16065.abf,-47.49956057534468,21.332041464533113,358.58904433905866,81.15681679436803,1.7312405809869762
23,23n23000.abf,-65.198592782671,26.141508113363205,142.07124861765786,177.51543997273188,4.640521314294409
24,23n23004.abf,-56.408764097764596,32.09778457192815,1059.0927673910653,107.78339541701425,3.459608206526271
25,23n23008.abf,-37.837449417491065,28.354080371739148,501.1121685429469,113.33084892488668,3.2133919990136643
26,23n23012.abf,-16.690872989111316,22.295931049440476,420.60125487665647,95.19002916993628,2.1223503269671267
27,23n23017.abf,-60.36441251623776,32.35799729982399,418.3154893086537,88.66766994647729,2.8691082247097968
28,23n23021.abf,-32.60922259817904,18.638221069887848,290.5424752482875,79.29048314805007,1.477833553651574
29,23n23025.abf,-100.96535552232083,21.43960360764473,322.3951852959664,55.948491230721515,1.1995134744324565
30,23n23029.abf,-62.94203917514421,15.722878021006062,165.07645326897602,149.90695085691812,2.3569687028242736
31,23n23034.abf,-31.695391505143604,28.931180981586756,239.94742056945068,67.21172984347352,1.9445147201870479
32,23n23038.abf,-12.604604688607326,13.514776815868151,334.8391843648956,93.37747402480464,1.2619757210747602
33,23n23042.abf,-477.2956167360428,20.622579524494675,71.64933059976858,109.07423138544024,2.249392010819374
34,23n23047.abf,-44.2526452909932,22.03709470278399,314.390871627736,106.15793271504003,2.339412416693108
35,23n23051.abf,-70.42881150890123,17.47724080204027,193.9056939755951,91.27083386542051,1.5951623416689664
36,23n23055.abf,-27.73055463828574,26.377556875358934,300.1423514500748,94.1515790933431,2.4834886324395127
37,23n23059.abf,-131.01401483482536,21.688021951257927,225.70037939409139,106.59692538011036,2.3118764575804365
38,23n23063.abf,-86.71054597497547,22.9666226598991,276.58767482004805,112.7692491942697,2.589928793884923
39,23n24000.abf,-4.478848956938857,29.431829052776422,643.3286794416729,42.70259851403382,1.2568155795743876
40,23n24005.abf,55.830332107131255,26.909521694602873,156.60285301533025,90.33031196327717,2.430745489456052
41,23n24009.abf,-25.786528614196104,29.86707581910107,1156.5668641232332,65.48715491242451,1.9559098209466002
42,23n24013.abf,-6.384349530347816,36.56161937667858,379.32567829530365,77.73383099335351,2.8420747414700513
43,23n24019.abf,-15.196150644194109,23.211356870563627,883.0640825661723,71.69046439643786,1.6640329533221552
44,23n24024.abf,-8.59352530419976,25.99152934307827,555.1206840663638,132.1682569917634,3.435255129824928
45,23n24029.abf,-2.3836035115278116,25.541047723889733,1069.1384353401902,139.1571509656027,3.5542194339329867
46,23n24035.abf,-17.66715347873787,19.641354779410303,229.19437488290333,129.08103298936246,2.535326364236833
47,23n24041.abf,-2.0319116600774816,25.91619985074851,768.0512395125551,110.37691645120502,2.8605502256587996
48,23n24045.abf,-14.343576387119503,25.346496182577237,2556.732569702567,66.10322804801977,1.6754852173751653
49,23n24050.abf,-36.75899070130877,16.870110651565184,302.3994772991212,123.32573466650828,2.0805187900095627
50,23n24055.abf,-53.64995211902999,20.767277739325685,294.36255746576734,57.58562923779909,1.1958967561752074
51,23n24062.abf,-143.2412756622903,25.099077456819444,87.73260891075546,58.1383070925192,1.4592178729234946
52,23n24067.abf,-78.7098178785772,24.78482586799185,332.4931939615755,74.99204704943197,1.8586648276044233
53,23n24072.abf,-207.88203304813513,29.986025033963337,89.80606792840086,74.20419563158764,2.2250888678339
54,23n24076.abf,-10.999717027694688,17.949617590858175,291.74143294224154,126.58516233334885,2.272155256560316
55,23n24080.abf,-79.67871892575599,20.531040778792597,271.5440573057013,123.37439723517338,2.533004780694301
56,23n24084.abf,-247.77179195132516,21.21093012838736,136.46599722403357,94.43533673928543,2.003061329227715
57,23n24088.abf,-28.37370912341946,28.270945258014038,332.62024054110776,96.76052022418179,2.735511370394803
58,23n24092.abf,-68.83413545423706,29.7093795603405,448.72032659547557,67.68846428911189,2.0109822774217787
59,23n27004.abf,-13.840534974400546,30.14613358472189,993.2235845580622,75.003044851333,2.261051809349172
60,23n27009.abf,-365.30426361284947,20.11222197568165,122.79513557402564,100.65498325767605,2.0243953662369005
61,23n27014.abf,-138.31853910717106,22.773199599712566,294.5924385577352,86.57647044293186,1.9716232420355029
62,23n27018.abf,-150.06018733888556,22.53901829603247,293.60882607390323,56.88858411587548,1.2822128382230997
63,23n27022.abf,-68.38338287035923,33.14394219151283,910.4203291129901,75.43322659690367,2.5001545016470628
