,File name,Latency,0 amplitude,1 amplitude,2 amplitude,3 amplitude,4 amplitude,0 normalized amplitude,1 normalized amplitude,2 normalized amplitude,3 normalized amplitude,4 normalized amplitude,0 success rate,1 success rate,2 success rate,3 success rate,4 success rate,Train tau,Train charge
0,22n16035.abf,6.7,100.74234263102214,138.44611305745443,107.60756817626952,89.41558856201172,67.63124778238932,1.0,1.374259417060865,1.0681463758530203,0.8875670966825174,0.6713289170780437,1.0,1.0,1.0,1.0,0.9333333333333333,541.3424232267603,224.00982762349452
1,22n16062.abf,6.3,259.42200836181644,283.850151570638,244.24866841634113,231.0220235188802,176.88652445475256,1.0,1.0941637271374123,0.9415109764923529,0.8905259232928043,0.6818485662482751,1.0,1.0,1.0,1.0,1.0,442.783431622271,358.3363789140829
2,22n17034.abf,6.5,71.46573893229167,73.946044921875,81.98543294270833,102.71923624674477,59.589111328124986,1.0,1.0347062246418977,1.1471991218111277,1.4373214043734075,0.8338136877669609,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,383.77849223314763,98.2715076558431
3,23718015.abf,7.7,72.46524047851562,84.12425337727865,122.71019291178385,104.03677738444011,68.26000602213541,1.0,1.1608911089202785,1.6933662553450681,1.4356783569259632,0.9419689436119795,1.0,1.0,1.0,1.0,1.0,359.43743311425544,110.82130644358315
4,23718034.abf,5.8,190.5729024251302,451.5503133138021,319.59418819173186,283.1526152954101,272.85622963460287,1.0,2.3694360927897464,1.677018002689495,1.4857968351856918,1.4317682428214005,1.0,1.0,1.0,1.0,1.0,381.8333341727312,442.88654123031614
5,23718057.abf,8.0,60.06770222981771,70.08470865885417,111.8343770345052,99.07998465983073,97.16397056070963,1.0,1.1667619378998653,1.8618054775364858,1.6494718622788813,1.6175742862439186,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,307.35715914973946,86.80606772308352
6,23718065.abf,4.5,88.14867350260417,189.69203255208333,173.78017476399742,173.8406377665202,146.47304178873696,1.0,2.1519556110674687,1.9714440145133147,1.972129935243829,1.6616590581412405,1.0,1.0,1.0,1.0,1.0,292.2093138650644,146.7335105956522
7,23718074.abf,7.0,54.816481526692705,83.71076354980468,81.68537089029948,89.14305491129556,97.49852457682293,1.0,1.5271093878771114,1.4901607803945436,1.626208987307725,1.7786352181204177,0.8666666666666667,1.0,1.0,1.0,1.0,364.28964545007153,91.45498522776286
8,23718082.abf,5.1,56.35400162760417,122.27293955485024,141.45921274820964,152.51373748779298,177.6300314127604,1.0,2.1697294961030176,2.5101893150905887,2.706351511568371,3.1520393633546506,1.0,1.0,1.0,1.0,1.0,386.82960417562964,156.5437274920146
9,23718091.abf,5.5,87.42854409790039,257.96026814778645,254.34601135253908,212.89175524902342,250.61456288655597,1.0,2.9505268652183974,2.9091873137876862,2.4350371774535366,2.866507334331495,0.9333333333333333,1.0,1.0,1.0,1.0,286.6109746054025,209.40224633885703
10,23722012.abf,7.7,198.28408349609373,187.81306156412762,185.22021150716148,153.07593149820963,160.42211918131514,1.0,0.9471918181865949,0.9341153774998304,0.7720031219814236,0.8090519236481002,1.0,1.0,1.0,1.0,1.0,368.48474484450827,243.92757222351074
11,23722018.abf,8.3,197.25079142252605,98.10082139587402,58.96605570475259,62.50755953979491,59.88516374206543,1.0,0.4973405718090868,0.29893951390259754,0.3168938339309322,0.3035991050286176,1.0,1.0,1.0,1.0,0.9333333333333333,517.5639307795074,162.84755622510272
12,23722026.abf,9.1,70.04841461181641,63.603511667887375,66.90527263387045,75.48542988077799,66.03605092366536,1.0,0.9079935930078588,0.9551290061971546,1.077617963220033,0.942720135632103,1.0,1.0,1.0,1.0,1.0,374.2449661827759,94.14558266057333
13,23722041.abf,8.2,51.77758280436198,50.82917277018229,58.73249003092448,63.40990096028646,80.47134503173828,1.0,0.9816829990352545,1.1343227483762837,1.224659351130322,1.5541734602751485,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,419.39941138880283,100.47027675028484
14,23722053.abf,8.2,28.406168390909833,64.99234517415366,78.6809819539388,68.83894297281901,88.88540852864583,1.0,2.2879659192244897,2.76985550712701,2.423380092150969,3.1290882777801796,0.8666666666666667,1.0,1.0,1.0,1.0,280.7215724260622,69.63573342071533
15,23722059.abf,6.1,102.3521219889323,227.31126912434894,237.86969405110673,276.9635884602865,257.78723626708984,1.0,2.220875001975327,2.324032852751489,2.705987751677836,2.518631087052258,1.0,1.0,1.0,1.0,1.0,373.8764181508908,295.5032015890503
16,23722065.abf,9.3,23.873125712076824,48.8689702351888,76.26464269002278,77.8502561340332,81.16755879720051,1.0,2.0470285636064487,3.194581371950066,3.2609997146142735,3.3999552373713615,0.6,1.0,1.0,1.0,1.0,306.47637099237386,70.18546875579833
17,23722072.abf,6.4,88.2127207438151,90.36368599446615,87.70726877848308,122.81988983154298,108.21914113362631,1.0,1.0243838443312254,0.9942700784980895,1.392314949543763,1.2267974530330301,1.0,1.0,0.9333333333333333,1.0,1.0,352.22358368016813,121.13755760767619
18,23722078.abf,6.6,26.791989898681642,56.074377441406256,46.788815699259445,45.126378382364905,50.877760304768884,1.0,2.0929530674451886,1.7463732957573932,1.6843235068771598,1.898991470852728,0.6,0.8666666666666667,1.0,0.9333333333333333,1.0,385.1152670040271,68.0010448478953
