,File name,Latency,0 amplitude,1 amplitude,2 amplitude,3 amplitude,4 amplitude,0 normalized amplitude,1 normalized amplitude,2 normalized amplitude,3 normalized amplitude,4 normalized amplitude,0 success rate,1 success rate,2 success rate,3 success rate,4 success rate,Train tau,Train charge
0,22n16010.abf,6.4,268.47727762858074,188.0386411743164,186.4252755533854,168.59056119791666,163.01398396809896,1.0,0.700389406638928,0.6943800875815329,0.6279509487247921,0.6071798157668197,1.0,1.0,1.0,1.0,1.0,374.6840918664853,235.84093588490802
1,22n16034.abf,7.1,117.0620014038086,123.85195911661785,129.0638739115397,80.33715056355794,90.44619835408531,1.0,1.0580030892295025,1.1025257757752691,0.6862786352544301,0.7726349905986031,1.0,1.0,1.0,1.0,0.8666666666666667,607.7382182124472,228.61810020619708
2,22n16061.abf,6.1,357.50241105143226,335.95668432617185,279.53212585449216,249.90501302083334,261.0019354858398,1.0,0.9397326393914566,0.7819027710397095,0.6990302870569469,0.730070420275545,1.0,1.0,1.0,1.0,1.0,368.8254617734014,390.5644117899576
3,22n17033.abf,6.2,147.0891866048177,106.49650065104167,116.4426249186198,97.11197713216146,70.92822265625,1.0,0.7240267154183414,0.7916463990753069,0.6602251285342323,0.4822123522024211,1.0,1.0,1.0,1.0,1.0,384.76401047485103,132.9276546781413
4,23619006.abf,6.7,204.64125569661456,235.96579284667968,168.2767600097656,110.24371535237631,109.85032753499348,1.0,1.153070489346999,0.8223012482841673,0.5387169609426908,0.5367946319575421,1.0,1.0,1.0,1.0,1.0,353.05434936060914,224.08351213439934
5,23619019.abf,8.1,196.47972615559897,109.74820963541667,97.9013671875,85.39656575520834,80.80908203125,1.0,0.5585726923728677,0.49827719685423716,0.43463296405238216,0.4112845819382634,1.0,1.0,1.0,1.0,1.0,417.39591356009487,135.2497344536336
6,23619046.abf,5.6,256.1922717895508,190.95635833740232,178.44488474527995,185.82647755940755,197.9403274536133,1.0,0.7453634608239217,0.6965271961515824,0.7253399029618457,0.7726241157508897,1.0,1.0,1.0,1.0,1.0,304.54948112641114,267.1812279047139
7,23619059.abf,7.4,117.2226450398763,120.79361317952474,117.77147876993814,98.43977050781251,82.28360748291016,1.0,1.0304631254347971,1.0046819770179656,0.839767525074406,0.7019429347880631,1.0,1.0,1.0,1.0,1.0,236.67581457083733,106.3526247917684
8,23619076.abf,7.7,62.769358276367186,55.633214914957684,81.72159181722004,61.28881419881185,44.31729900105795,1.0,0.886311672488513,1.301934479836612,0.9764129486391011,0.7060339665403831,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,235.31910561141518,47.53634633834839
9,23619100.abf,9.2,82.61124033610027,102.53474340311686,82.87141240437825,67.93578440348307,77.00316619873047,1.0,1.2411718185801193,1.0031493543399117,0.8223552161556861,0.932114877896112,1.0,1.0,1.0,1.0,1.0,308.05228681320267,115.3741081104787
10,23718014.abf,7.3,86.82363789876301,90.51683044433594,94.51129659016927,82.83128458658854,76.71344706217448,1.0,1.0425367173612239,1.0885433837772396,0.9540176683585916,0.8835548580862612,1.0,1.0,1.0,1.0,1.0,288.40613743695343,93.9069935888672
11,23718033.abf,5.6,265.91640625,394.0617309570313,266.58991373697916,251.50682474772134,224.22394409179685,1.0,1.4819007842132013,1.0025327789904994,0.9458116116057481,0.8432121479597381,1.0,1.0,1.0,1.0,1.0,319.52446959048973,356.9813086225383
12,23718056.abf,7.1,82.80793762207031,117.39354248046874,94.90876261393228,96.00658162434897,115.77708841959635,1.0,1.4176605027436466,1.1461312205007363,1.1593886332795336,1.3981399820388591,1.0,1.0,1.0,1.0,1.0,240.90121592952542,94.90715656555174
13,23718073.abf,6.7,88.47215779622395,107.3683125813802,109.84666239420574,91.22907104492188,97.1222178141276,1.0,1.2135830667618546,1.2415958322980347,1.0311613655343173,1.0977715502070962,1.0,1.0,1.0,1.0,1.0,271.3456881712815,91.35535348948163
14,23718090.abf,5.7,172.33975219726562,314.0525472005208,298.9473164876302,244.81232299804688,280.1262023925781,1.0,1.8222873318341908,1.7346393543925112,1.4205214982427665,1.625429994073199,1.0,1.0,1.0,1.0,1.0,191.65514366663734,191.36949232330318
15,23722011.abf,7.5,203.7513549601237,186.998595123291,154.52764615885417,133.9318684794108,139.57607268269857,1.0,0.9177784126141817,0.7584128517285044,0.6573299525081573,0.6850313840122196,1.0,1.0,1.0,1.0,1.0,362.8101043397247,207.0251826800537
16,23722025.abf,8.8,79.26122182210287,71.04532267252604,85.42715657552084,59.96223297119141,71.31778350830079,1.0,0.8963440259851542,1.077792577652374,0.7565141136200638,0.8997815308521151,1.0,0.9333333333333333,1.0,1.0,1.0,288.12512865587905,91.944839826355
17,23722040.abf,7.7,75.64769592285157,69.82021993001301,53.80369873046875,56.789460245768225,52.46336975097657,1.0,0.9229655851146922,0.7112404161699761,0.7507097149883363,0.6935223751491484,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,408.9488484196261,85.39560081197104
18,23722052.abf,7.8,52.009110605875655,55.33853835550944,50.5587530263265,55.5174928894043,42.35253779093425,1.0,1.0640162408248843,0.9721133939293839,1.0674570713218905,0.8143292068937924,1.0,1.0,1.0,1.0,1.0,397.02298357612324,61.459747678680415
19,23722071.abf,6.0,131.61009165445964,88.75169750976562,108.18773366292318,82.52099041748048,80.78872950236003,1.0,0.6743532839623112,0.8220322036319866,0.6270111157899512,0.6138490482513275,1.0,1.0,1.0,1.0,1.0,300.49319898940337,110.39361092763266
