,File name,Latency,0 amplitude,1 amplitude,2 amplitude,3 amplitude,4 amplitude,0 normalized amplitude,1 normalized amplitude,2 normalized amplitude,3 normalized amplitude,4 normalized amplitude,0 success rate,1 success rate,2 success rate,3 success rate,4 success rate,Train tau,Train charge
0,22n16036.abf,8.0,49.688389485677085,49.13004017130534,72.14965096028644,50.744781860351566,48.12670213826496,1.0,0.9887629822549855,1.4520424531184275,1.0212603464432872,0.9685703770321981,1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,630.5807119793535,152.7249986723328
1,22n16063.abf,6.4,199.5267557779948,202.89475606282554,272.73467818196616,248.38492724609375,171.75537711588538,1.0,1.0168799431018574,1.3669077969945385,1.2448702745533609,0.8608137612731523,1.0,1.0,1.0,1.0,1.0,410.24436308882804,356.6850959791056
2,22n17035.abf,6.1,38.416259765625,53.104329427083336,50.612060546875,52.00227864583333,42.83984375,1.0,1.382339919374485,1.3174645542188583,1.3536528272948931,1.1151487420004702,0.8,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,341.7924909115879,64.70488420756023
3,23619008.abf,6.6,164.25332539876302,174.4747547607422,119.53327703857423,97.27742716471352,99.2763721516927,1.0,1.0622296646790212,0.7277373334657273,0.5922402297095052,0.604410120225428,1.0,1.0,1.0,1.0,1.0,348.577767886523,161.95599740559896
4,23619021.abf,8.2,167.35692602539064,137.6507080078125,84.5028438313802,62.902502441406256,51.15486043294271,1.0,0.8224978271107153,0.5049258840865649,0.37585837607857936,0.30566324112084686,1.0,1.0,1.0,1.0,1.0,411.8580808889289,146.87517141296385
5,23619048.abf,5.6,197.33438110351562,226.4077817993164,172.67909136962882,141.32671508789065,125.45064839680987,1.0,1.1473306401713637,0.8750583167717064,0.716178875153818,0.6357262616644702,1.0,1.0,1.0,1.0,1.0,378.27052404692085,244.88850710230506
6,23619061.abf,7.9,92.8549736735026,74.81851603190105,91.47459259033204,78.19505259195964,66.3295753072103,1.0,0.8057566877890517,0.9851340102898066,0.8421202386735869,0.7143351904922066,1.0,1.0,1.0,1.0,1.0,360.05031941133245,104.13448941390993
7,23619078.abf,8.0,29.756998362223307,23.319254557291664,43.735025024414064,38.95418294270833,19.304931640625004,1.0,0.7836561427813769,1.4697391347084237,1.309076354695805,0.6487526532626602,0.9333333333333333,0.7333333333333333,0.9333333333333333,0.8666666666666667,0.6666666666666666,192.9129904234669,22.61044583943685
8,23619102.abf,8.1,94.85009002685547,87.90551693725584,105.60765386962892,72.80727452596028,92.62831481933597,1.0,0.926783695327718,1.1134164853162247,0.7676036417608663,0.9765759293756028,1.0,1.0,1.0,1.0,1.0,309.01582423487474,125.20435259707132
9,23718016.abf,7.1,71.34007873535157,53.66673813883464,59.52806612141927,75.29499629720053,73.99755623372397,1.0,0.75226631495489,0.8344266950173826,1.0554375272912218,1.037250834951147,1.0,1.0,1.0,1.0,1.0,326.7766077328382,86.57264267781575
10,23718035.abf,4.8,171.72418793741863,93.5056025390625,216.0372627360026,289.8233587646484,213.46984765625007,1.0,0.5445103783116372,1.2580479507914921,1.6877258949116043,1.2430971444398082,1.0,1.0,1.0,1.0,1.0,396.58297438628114,310.95190245513913
11,23718058.abf,8.3,37.27546997070313,57.78221740722657,64.4876212158203,84.86758571370443,91.27050797526043,1.0,1.5501405469237768,1.730028387744131,2.2767676914712704,2.448540770833876,0.8,1.0,1.0,1.0,1.0,333.10191540088925,84.30614246765137
12,23718075.abf,6.4,76.99193725585937,110.43203633626302,116.87873738606771,97.60725498453776,94.31981913248697,1.0,1.4343324804164315,1.518064638348515,1.2677594364221494,1.2250609933225038,1.0,1.0,1.0,1.0,1.0,369.87748823262325,121.73474797068278
13,23718092.abf,5.2,67.08324565633137,113.41519251505534,227.98109792073566,172.45246029663082,119.84504903157551,1.0,1.6906634645569079,3.3984804356170657,2.5707232649431986,1.7865123826229843,0.9333333333333333,1.0,1.0,1.0,1.0,343.97625370466415,179.3337817869059
14,23722013.abf,7.7,131.80687662760417,155.20237833658854,139.73258241780596,143.1353281656901,143.21652270507812,1.0,1.177498339294421,1.0601312009888102,1.085947348332154,1.086563359738125,1.0,1.0,1.0,1.0,1.0,367.773850435069,219.16180520823156
15,23722027.abf,9.2,60.88321431477865,70.72672101847331,45.784422607421874,56.23648986816407,47.91641794840493,1.0,1.1616784989833442,0.7520040313690907,0.9236780695810497,0.7870218168946742,1.0,1.0,0.9333333333333333,1.0,1.0,380.70541980383103,81.08572892506918
16,23722042.abf,7.9,36.15217997233073,37.39485270182291,38.373608561197905,38.30752677408855,28.083085266113272,1.0,1.0343733830281678,1.061446601299489,1.0596187229485865,0.7768019878083927,0.8,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.9333333333333333,715.1470763415264,87.98439330047609
17,23722054.abf,7.9,31.022460428873696,25.578205871582032,43.392574564615884,44.344801279703766,49.234043497721345,1.0,0.8245060358841008,1.3987470356873721,1.429441787229439,1.5870450898181334,1.0,0.8666666666666667,0.9333333333333333,1.0,1.0,269.0530360154295,39.76959028251648
18,23722073.abf,6.8,90.0944703877767,71.33894602457683,84.43276977539061,87.03823089599612,95.23972748819986,1.0,0.7918238013667876,0.9371581786538342,0.966077391002731,1.0571095770725707,1.0,1.0,1.0,1.0,1.0,341.4248228473657,106.75851492594401
