Video file,Mouse,Group,First opto frame,Last opto frame,Date,Laser intensity (mW),Note
IC_OptoOnly_Sustained-240512_ic240401b-240512-103624,ic240401b,Npas1-eNpHR-sustained,3037,14220,5/12/2024,9.5,
IC_OptoOnly_Sustained-240707_ic240526c-240707-103528,ic240526c,Npas1-eNpHR-sustained,3114,14297,7/7/2024,9.5,
IC_OptoOnly_Sustained-240707_ic240526d-240707-110821,ic240526d,Npas1-eNpHR-sustained,3662,14845,7/7/2024,9.5,
IC_OptoOnly_Sustained-240707_ic240526e-240707-114128,ic240526e,Npas1-eNpHR-sustained,4989,16172,7/7/2024,9.5,
IC_OptoOnly_Sustained-240814_ic240702a-240814-095814,ic240702a,Npas1-eNpHR-sustained,3058,14241,8/14/2024,9.5,
IC_OptoOnly_Sustained-240814_ic240702b-240814-102939,ic240702b,Npas1-eNpHR-sustained,3047,14230,8/14/2024,9.5,
IC_OptoOnly_Sustained-240814_ic240702e-240814-110017,ic240702e,Npas1-eNpHR-sustained,3738,14921,8/14/2024,9.5,
IC_OptoOnly_Sustained-240814_ic240702f-240814-113232,ic240702f,Npas1-eNpHR-sustained,3041,14224,8/14/2024,9.5,
