,File name,Holding current,Access resistance,Membrane resistance,Membrane capacitance,Tau decay constant
0,24101000.abf,-81.74053396928942,16.41715172836467,292.4934217155955,48.53204362039512,0.7967579238036392
1,24101006.abf,-74.02398251724603,29.147228610557463,-15989.883019931354,62.56562191169018,1.8236144850217366
2,24304016.abf,-27.34399459359787,13.826152152887186,281.8814436600841,76.7829671395819,1.0616129864219963
3,24304019.abf,-59.43611999486598,16.560196717361507,245.2224156763574,55.11683404307819,0.9127456141915424
4,24304022.abf,-33.931937763540674,13.712127045227064,355.15714557712477,79.4491836647789,1.0894173000510268
5,24304026.abf,32.63299747706581,21.65425313262279,236.03716340042786,86.56233568092277,1.8744427285857674
6,24413001.abf,-128.46042895186991,21.85585011810277,446.7853263336801,34.6885126651686,0.7581469336298344
7,24413008.abf,-21.843089118501766,13.867798829635053,279.0007041633394,52.73036949166024,0.7312541563226698
8,24413012.abf,-49.92756933102827,19.248061299657063,1707.9631195616366,65.50483950839893,1.2608411662818604
9,24413022.abf,-16.38237613272465,19.993124432069727,385.5430189041166,56.30878838913235,1.1257886128830061
10,24414000.abf,-34.01735541773426,16.602018197160177,1085.270148075698,36.91133672953963,0.6128026840653237
11,24414004.abf,-41.20460049839146,19.540372257923213,1305.4848940093575,11.664883097113602,0.22793615806275602
12,24414006.abf,-40.950092126852894,16.555317261464918,919.8897694114793,36.07488270857596,0.5972311284106099
13,24414010.abf,-28.317414750272334,22.522289657791088,363.8112645219922,69.39670188035124,1.5629726210446462
14,24414013.abf,-95.91369727234289,23.94656531300952,467.94656186133733,16.503063760127453,0.39519169419665245
15,24414026.abf,-37.827226230678754,17.338443060740676,828.3919450383709,37.398990908783254,0.6484402744010965
16,24414028.abf,-25.58014207808864,21.140073436556253,442.0677323022707,59.38929021044201,1.2554939563936955
17,24414030.abf,-64.71515695539603,18.503406526650735,242.85718574991256,57.99911750688054,1.073181249416796
18,24414036.abf,5.2194341456239846,21.822146337100335,609.4367777130394,67.50040290310808,1.4730036699648568
19,24414039.abf,-2.45530594398182,22.814318379014846,583.8161507704616,42.01053662099917,0.9584417577447375
20,24414041.abf,-21.538151839032896,20.802010812358482,537.4835739012847,33.803562670469695,0.7031820761673481
21,24419001.abf,-59.41427636061316,20.11815855284682,405.60212742439086,62.28346381226638,1.2530286001956723
22,24419005.abf,-53.99062548015662,15.317163901108437,268.7105820912121,72.74150036856882,1.1141934835579084
23,24419008.abf,-17.477952428246205,12.989549447064354,224.13046074034918,84.20168846898238,1.093741995894155
24,24419014.abf,-7.709409927828404,19.74422778643418,353.9996034792359,47.211504600347475,0.9321547009695458
25,24419017.abf,-47.24941595896316,21.798050855289063,683.4800659527608,15.939076902838096,0.3474408089144281
26,24419020.abf,18.10241713846227,21.19172612120172,163.11401248823398,61.96395387151049,1.3131231398318273
