,GCaMP,Speed,Heading,Angular Velocity
0,-0.13110146248525475,0.0127125000000063,-3.692947100486164,0.0262558354522379
1,-0.17927460624787112,0.0,-3.6902212163122927,0.0272588417387131
2,-0.26489868871614797,1.508838850561061,-3.6181188275432423,0.7210238876904995
3,-0.4031039882312575,0.6158887500000105,-3.666941326421914,-0.4882249887867118
4,-0.46993700673421573,0.6158887500000105,-3.7164701439237735,-0.4952881750185955
5,-0.48015673626066363,4.051971190631303,-3.730060752671293,-0.1359060874751971
6,-0.4948176848689651,4.16561628389039,-3.8313242258480633,-1.012634731767701
7,-0.41725150600917355,4.16561628389035,-3.8751184436572808,-0.4379421780921744
8,-0.28085220366542357,17.291375955331734,-3.506255134330252,3.688633093270286
9,-0.1368203353366372,15.882828259709438,-3.368125227869541,1.3812990646071066
10,-0.1359178577368524,7.969635257438459,-3.1505933575309726,2.175318703385689
11,-0.2365512830777571,18.12152626138059,-3.128658999918167,0.2193435761280548
12,-0.26822987034427254,17.28115648281749,-2.874548416162609,2.5411058375555795
13,-0.26797220287645795,9.036812551928657,-2.994408621510689,-1.198602053480804
14,-0.2265217992520304,4.8883214846729794,-2.8287610126342075,1.65647608876482
15,-0.1598454234117414,0.0,-2.76788677485359,0.6087423778061751
16,-0.041026850822534495,0.0,-2.7137426992593827,0.5414407559420731
17,0.07274197422113696,2.422325541108737,-2.633027665984123,0.8071503327525953
18,0.10417375597416959,0.1803375000000073,-2.517723617687545,1.1530404829657837
19,-0.08034586139690826,1.3866675000000086,-2.5447156592865507,-0.2699204159900592
20,-0.3539854523428253,0.4444199999999938,-2.628319673207435,-0.8360401392088423
21,-0.50766926445218,0.9441292960480973,-2.683256570005472,-0.5493689679803726
22,-0.45638364983146623,0.9589823251825532,-2.6484617232446324,0.3479484676083988
23,-0.21700789532626275,1.3767225000000067,-2.5977853934420203,0.5067632980261205
24,-0.0022128364165234773,0.2247727333469428,-2.618246476779891,-0.2046108333787089
25,-0.06632676079819352,3.0848803732683865,-2.674791100078218,-0.5654462329832688
26,-0.25032832859317006,3.1557978165802707,-2.695370990043538,-0.2057988996531978
27,-0.2222898974527704,1.286887500000013,-2.693307115335811,0.0206387470772684
28,0.0007027273670996088,0.127814999999984,-2.4822232069185644,2.1108390841724667
29,0.20482214876049024,0.404640000000029,-2.314291580693956,1.6793162622460844
30,0.25340230762403587,0.0,-2.1538664080212917,1.6042517267266465
31,0.0986315539566063,0.6361396845979091,-2.056233774002901,0.9763263401839016
32,-0.12709396010711083,1.1131177033260389,-2.1262698569412226,-0.7003608293832153
33,-0.19265130741465114,0.0,-2.1360514970099165,-0.0978164006869386
34,-0.09736705852023299,1.3013910548729055,-2.1013344366957663,0.3471706031415023
35,-0.023579850193614884,0.99672641674278,-2.1805786962302367,-0.7924425953447045
