,slope,area,posArea,negarea,intercept,condition
0,-0.5455083148910763,53.501877782120175,92.3238978926268,-38.82202011050666,6.080217152992109,Mani
1,-0.3585231779478897,80.9718243916682,91.64662094714701,-10.674796555478807,4.454176246751553,Mani
2,-0.24146819931558933,18.8780043801677,38.00294046429527,-19.124936084127572,2.6433513673709825,Mani
3,-0.31210649929391643,97.80599143270321,101.44966524150593,-3.6436738088027294,4.150683329078243,Mani
4,-0.3104151150106307,-16.47908115401505,27.927352369491278,-44.40643352350632,2.9906393522129733,Mani
5,-0.31893669820889503,-76.85307353923763,8.311111387882056,-85.16418492711968,2.4735229829702394,Mani
6,-0.7941244132892574,103.94851897990733,150.67827498011826,-46.72975600021093,9.11191467629447,Mani
7,-0.47771344188852216,29.113762631504287,70.44663945456925,-41.33287682306498,5.147187899877736,Mani
8,-0.7874049861458217,131.33540459632428,168.11174820114542,-36.77634360482111,9.317479245501438,Mani
9,-0.2304359742922386,25.6748299604115,40.88818944933772,-15.213359488926221,2.599174904927981,Mani
10,-0.5099429323987472,135.78424167832856,146.17920520908245,-10.394963530753897,6.54151174496217,Mani
11,-0.7957948845297012,100.05472867546196,148.36326451843547,-48.30853584297349,9.08995743909033,Mani
12,-0.4491977067641021,179.6350446809204,180.51014694914193,-0.8751022682215508,6.362532713299792,eYFP
13,-0.2649243659576425,86.44754535062755,89.01577983727822,-2.5682344866506672,3.5574832840923856,eYFP
14,-0.15062023760072557,29.221613110012427,35.0109430996869,-5.789329989674465,1.8233002117858068,eYFP
15,-0.21644548252801143,35.0500653004805,45.49595834181207,-10.445893041331576,2.5507111819076815,eYFP
16,-0.10591231710252769,1.9115022351349849,13.152494050316232,-11.240991815181246,1.09573437475259,eYFP
17,-0.490708491395757,128.46101740357716,138.92805694042644,-10.467039536849317,6.272757659402051,eYFP
18,-0.20259459577915456,47.003589629758736,52.72372334802506,-5.720133718266332,2.52944946097862,eYFP
19,-0.0679903692778536,18.126636844874856,19.507842751510054,-1.3812059066352014,0.8724017278100531,eYFP
20,-0.2055120440567738,75.08602498462463,76.08428075755413,-0.9982557729295052,2.839930245065702,eYFP
21,-0.5497696911702513,166.81739502006272,174.13616800838835,-7.318772988325646,7.256690046062907,eYFP
22,-0.23472210195832977,24.214219772571187,40.45320599110986,-16.238986218538678,2.6281381264145747,eYFP
