,slope,area,posArea,negarea,intercept,condition
0,-0.6799181011926947,-2.139406881486533,11.11381845828172,-13.253225339768251,0.008453896485329508,Mani
1,-0.6475479058697702,-8.3387613132616,7.787131199818114,-16.125892513079712,-0.054960678490472946,Mani
2,-0.7449054853809336,-21.014615266325652,4.886494886949716,-25.90111015327537,-0.17744528319004685,Mani
3,-0.6339833118445541,6.027173520438004,14.551907411682741,-8.524733891244738,0.08810319293383956,Mani
4,-0.6765315337527761,7.089654603856722,15.903572562339857,-8.813917958483135,0.10059584321644534,Mani
5,-0.6873183950247649,15.535789920064179,21.287407711200682,-5.751617791136506,0.18553073261822223,Mani
6,-0.6366655739936067,5.060345487669166,14.056453883740733,-8.996108396071566,0.07855266218129928,Mani
7,-0.6912422229299483,-1.1267815644983195,11.80565151044391,-12.93243307494223,0.019077271282177906,Mani
8,-0.6352819474424398,-0.6462319984979661,11.040683554212817,-11.686915552710785,0.021426147008088637,Mani
9,-0.6644085683938988,5.1041595422043375,14.571265077331296,-9.467105535126954,0.08020870225415416,Mani
10,-0.6704793936379088,-5.156907986501447,9.550858394323052,-14.707766380824498,-0.022135467727472234,Mani
11,-0.7474797626492515,12.47714736305349,20.33432080114327,-7.8571734380897835,0.15758535221240494,Mani
12,-0.5689524350554673,9.392029401635755,15.412536902331487,-6.020507500695733,0.11889693827572856,Mani
13,-0.388101172479503,1.552455343802541,7.73891995189348,-6.186464608090938,0.03256194413083493,eYFP
14,-0.3121405908388583,11.248034532121508,12.622951763875106,-1.3749172317535983,0.1261831155633918,eYFP
15,-0.4778959076636039,7.569979604427756,12.751075820739665,-5.181096216311907,0.09667911758907308,eYFP
16,-0.3093731559270332,6.034577842264957,8.96140974582178,-2.9268319035568218,0.07392706006042848,eYFP
17,-0.22598292290409489,5.114078069824624,7.003082243276982,-1.8890041734523575,0.06106128499052188,eYFP
18,-0.32423067568561054,-1.350545514820726,5.143164346726444,-6.49370986154717,0.0007280620065009125,eYFP
19,-0.19990402317998218,0.5828141726722255,3.8725837561457985,-3.2897695834735723,0.01460379917249223,eYFP
20,-0.32131106237561124,0.17115564027008803,5.832157565226787,-5.661001924956697,0.015816904419664407,eYFP
21,-0.2958877735283922,-0.8857994932801179,4.858238872154989,-5.744038365435108,0.004131287131516732,eYFP
22,-0.2914741988804907,3.9315218893532844,7.363652023374536,-3.4321301340212496,0.05211074788272407,eYFP
23,-0.4529096980274917,4.064408366147104,10.259619147442292,-6.195210781295188,0.06052652674856138,eYFP
24,-0.4016820130338019,7.263876495034951,11.274601029188258,-4.010724534153307,0.09027234576797129,eYFP
