,File name,Latency,0 amplitude,1 amplitude,2 amplitude,3 amplitude,4 amplitude,0 normalized amplitude,1 normalized amplitude,2 normalized amplitude,3 normalized amplitude,4 normalized amplitude,0 success rate,1 success rate,2 success rate,3 success rate,4 success rate,Train tau,Train charge
0,22n16038.abf,8.4,50.153971354166664,2.5725911458333357,2.3866373697916643,1.4775390625,2.2398274739583286,1.0,0.05129386719282423,0.04758620913463094,0.029460061139849295,0.04465902526724336,1.0,0.06666666666666667,0.06666666666666667,0.0,0.0,361.42380259387255,15.023571823120117
1,22n16065.abf,6.3,181.95148227945964,-4.019124023437513,-1.8828938802083144,-0.6944173177083144,-0.3312174479166572,1.0,-0.022088987531657108,-0.01034832943716487,-0.0038164971728109225,-0.001820361360991496,1.0,0.0,0.0,0.0,0.06666666666666667,425.7564882624968,51.89187791025798
2,22n17037.abf,5.5,94.61897786458333,-0.892659505208357,-0.356608072916643,0.9402669270833428,0.5772298177083215,1.0,-0.009434254367933591,-0.0037688852803611224,0.009937403133111762,0.006100571267367108,1.0,0.0,0.0,0.0,0.06666666666666667,594.5242563901063,36.603083675130215
3,23619010.abf,6.2,176.98664444986977,-0.4997553507486998,4.302407775878905,-0.1140944010416689,3.865884399414071,1.0,-0.0028236896196438825,0.024309222818773377,-0.0006446497779327374,0.021842802949513265,1.0,0.26666666666666666,0.4,0.13333333333333333,0.13333333333333333,242.32101334634368,41.211659671579994
4,23619023.abf,7.9,168.91974611409503,111.5130856526693,53.76243784586586,46.34488618977866,15.040602437337213,1.0,0.6601542342915255,0.31827207347063263,0.27436038270194596,0.08903993040090293,1.0,1.0,0.8666666666666667,0.9333333333333333,0.8,334.6909467663601,127.95917030843098
5,23619050.abf,5.5,252.45547587076823,134.23321177164712,58.81102425130206,34.90982212320961,43.23176228841146,1.0,0.5317104384789063,0.23295602540785204,0.13828110482768818,0.17124509634539187,1.0,1.0,1.0,0.9333333333333333,0.8666666666666667,315.1501305118772,179.39348607721965
6,23619063.abf,7.6,96.81599173990885,20.673090993245438,1.2414558715820334,4.783284271240234,2.2660339355468864,1.0,0.21352971365291207,0.012822838967731077,0.04940593165734726,0.023405574790107703,1.0,0.7333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,529.9799091241395,48.87987847595215
7,23619080.abf,8.3,35.2670080464681,4.877278645833329,1.1690266927083286,4.465087890625,10.299235026041664,1.0,0.13829578736611245,0.03314788402713407,0.12660807190510076,0.29203597346481186,0.8666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,231.88334827673043,13.105137605997722
8,23619104.abf,7.0,139.80240173339843,76.63686065673826,31.93708904012044,7.386067708333314,-2.525472005208343,1.0,0.5481798574740073,0.228444494830812,0.052832194703052816,-0.01806458239554703,1.0,1.0,0.8666666666666667,0.7333333333333333,0.2,301.32821858264856,88.72525951934816
9,23718018.abf,7.4,80.27196553548177,4.305582682291686,7.987630737304698,-0.9842116902669318,5.439534505208329,1.0,0.05363743934223878,0.09950710293463551,-0.012260964132389297,0.06776381354215064,1.0,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,299.70365115486754,30.469293484191887
10,23718037.abf,5.9,205.55393880208334,-3.456299133300803,-2.7507319132487,-1.537109558105442,-0.835042338053384,1.0,-0.01681456046740454,-0.013382044291047272,-0.007477889098420248,-0.004062400083013737,1.0,0.0,0.0,0.0,0.0,412.112475288454,66.39591781397502
11,23718060.abf,7.8,50.67626647949219,75.71719258626302,27.043375508626312,36.253012084960915,15.861572530110692,1.0,1.4941351809511156,0.5336497217996574,0.7153844314800081,0.31299804883079924,0.8666666666666667,1.0,0.8,0.8666666666666667,0.6666666666666666,230.54100573483362,50.38306064198812
12,23718077.abf,6.5,55.31738077799479,24.080727050781256,2.328612019856763,5.130776489257826,11.370601806640622,1.0,0.4353193645849651,0.04209548585104165,0.09275161652807042,0.20555206422867797,0.8666666666666667,0.8666666666666667,0.3333333333333333,0.4,0.4666666666666667,291.20012393020886,28.51730922515869
13,23722015.abf,8.0,128.19758270263674,129.5891098836263,32.40405680338543,42.96810168457034,60.831529195149756,1.0,1.0108545508554345,0.25276651961955404,0.335170919597118,0.47451385519688577,1.0,1.0,0.8666666666666667,0.8666666666666667,1.0,384.5740504950188,161.02064031799316
14,23722029.abf,9.2,53.55118204752604,64.83821346028645,31.646639231363906,25.806633087158204,26.756747497558592,1.0,1.2107709107661397,0.5909606104171126,0.48190594680534077,0.49964812119015967,0.9333333333333333,1.0,0.8666666666666667,0.6,0.6666666666666666,328.21879831500746,64.25179541112263
15,23722044.abf,8.5,44.53857421875,12.897135416666657,2.871093749999993,6.6674794514973925,3.3228345743815098,1.0,0.28957225602514186,0.06446308172997846,0.1497012324361855,0.07460576887938751,0.9333333333333333,0.4666666666666667,0.13333333333333333,0.2,0.13333333333333333,685.333422640485,41.324701983642576
16,23722056.abf,7.9,30.906493123372396,1.2097987365722673,0.7466634114583393,8.382567850748696,0.33626302083333215,1.0,0.03914383724297022,0.02415878787922692,0.2712235198373106,0.010880012154437547,0.7333333333333333,0.06666666666666667,0.0,0.2,0.0,284.21326995312165,9.626582086283365
17,23722075.abf,6.3,85.79085073852539,28.92122196451824,10.800861612955728,13.42325642903647,12.392657816569013,1.0,0.33711312704736734,0.12589759304141593,0.1564648947234253,0.14445197488878547,1.0,0.9333333333333333,0.4666666666666667,0.6,0.5333333333333333,302.2361587596877,42.86696769561768
