,frame,speed,heading,angular_velocity,XCor,YCor
0,0,,2.13574365590414,,24.623088,5.556629999999999
1,1,0.8867175000000067,2.1953401076583745,0.5959645175423445,24.623088,5.64530175
2,2,0.886717499999996,2.256135264537416,0.6079515687904147,24.623088,5.733973499999999
3,3,1.154568467810593,2.227869811750777,-0.28265452786639056,24.54914475,5.82264525
4,4,2.6204608182173716,2.2126573412743245,-0.15212470476452467,24.2895015,5.8580505
5,5,2.620460818217413,2.3560725644142373,1.4341522313991284,24.029858249999997,5.893455749999999
6,6,2.6204608182173716,2.494372621363983,1.383000569497459,23.770214999999997,5.9288609999999995
7,7,0.1381384393461882,2.506765970924927,0.12393349560943623,23.759855499999997,5.9379990000000005
8,8,0.13813843934618117,2.5316325621125726,0.2486659118764578,23.749495999999997,5.947137
9,9,0.10359499999999855,2.5563221939859995,0.24689631873426876,23.739136499999997,5.947137
10,10,0.6535174999999924,2.6142441099138747,0.5792191592787521,23.67378475,5.947137
11,11,0.08436699999999675,2.746782137838909,1.325380279250341,23.67378475,5.9387003
12,12,0.0878735000000006,2.8564671722943262,1.0968503445541744,23.67378475,5.929912949999999
13,13,1.0345080665375646,2.878089094861806,0.21621922567479857,23.67471975,5.826466368749999
14,14,1.6742129450748735,2.8291328037487413,-0.48956291113064765,23.80635825,5.723019787499999
15,15,1.0344658124999917,2.5751891834791176,-2.539436202696237,23.80635825,5.61957320625
16,16,1.0344658125000024,2.257282411175852,-3.179067723032656,23.80635825,5.516126625
17,17,1.986538425787154,2.2039137273515985,-0.5336868382425353,23.7162795,5.3390696625
18,18,3.952334171445893,2.307026541610166,1.0311281425856755,23.36292375,5.1620127
19,19,3.185595905986238,2.5753239940666597,2.682974524564936,23.195080125,4.8912568499999995
20,20,3.1855959059862604,2.941530694103217,3.662067000365572,23.027236499999997,4.620501
21,21,4.436041014203128,2.9196457596795047,-0.218849344237122,22.589562,4.548212475
22,22,4.436041014203169,2.8090313683641157,-1.1061439131538897,22.151887499999997,4.47592395
23,23,3.857952783594041,3.0071781178520696,1.9814674948795385,21.924967499999998,4.1639218499999995
24,24,2.8881180838090725,3.1178648375197793,1.106867196677097,21.698047499999998,3.9852613499999996
25,25,0.006565500000002444,3.073354049594213,-0.445107879255664,21.698047499999998,3.9846047999999996
26,26,0.006565499999997115,3.028793619690369,-0.4456042990384379,21.698047499999998,3.9839482499999996
27,27,0.10756875000002708,3.0652320205769215,0.3643840088655237,21.708804375000003,3.9839482499999996
28,28,0.3996562499999925,3.104468322045657,0.3923630146873558,21.74877,3.9839482499999996
29,29,0.14444624999998723,3.1754623177583,0.7099399571264309,21.763214625,3.9839482499999996
30,30,0.0,3.2455568446430534,0.7009452688475326,21.763214625,3.9839482499999996
31,31,0.21663075000000376,3.3754525855225994,1.2989574087954603,21.763214625,4.005611325
32,32,0.4239624795051209,3.506955626469866,1.315030409472664,21.7234455,4.020303449999999
33,33,0.12801918500414095,3.5366763270538675,0.2972070058400167,21.714585375,4.029543974999999
34,34,0.0950144629339342,3.5672779893587054,0.3060166230483796,21.712374,4.038784499999999
35,35,0.09240525000000055,3.5766237290426495,0.09345739683944032,21.712374,4.029543974999999
36,36,0.1260466311568968,3.5896778771602222,0.13054148117572772,21.7013025,4.023519074999999
37,37,0.06889875000003087,3.5886912305226395,-0.009866466375827443,21.694412625,4.023519074999999
38,38,0.15265424999999944,3.5969297803642357,0.08238549841596221,21.694412625,4.0082536499999994
39,39,0.043320749999999464,3.6084650705951846,0.11535290230948902,21.694412625,4.003921575
40,40,0.21707778158329366,3.623806893872127,0.15341823276942446,21.715683749999997,3.9995895
41,41,0.05316375000000306,3.629082047160283,0.05275153288156087,21.715683749999997,3.9942731249999994
42,42,0.053163749999997734,3.6343556793679967,0.052736322077135966,21.715683749999997,3.98895675
43,43,0.019263223551054576,3.639348559489455,0.04992880121458043,21.715153875000002,3.9871047374999993
44,44,0.018520124999998444,3.6431613494116335,0.038127899221787054,21.715153875000002,3.9852527249999996
45,45,0.013073625000000533,3.6453701354424255,0.022087860307919982,21.715153875000002,3.9839453624999996
46,46,0.009139124999995474,3.6464578520554145,0.010877166129890092,21.715153875000002,3.98303145
47,47,0.058792500000009795,3.645826639037029,-0.0063121301838542365,21.721033125,3.98303145
48,48,0.1188562499999648,3.6437679782609718,-0.020586607760573195,21.73291875,3.98303145
49,49,2.6231643657539734,3.4958346669227356,-1.4793331133823617,21.9524085,4.1266774125
50,50,2.825067727746549,3.3320141688393146,-1.6382049808342103,22.195669499999997,4.270323375
51,51,2.0876428748143003,3.0770808758442865,-2.549332929950281,22.371419999999997,4.3829923125
52,52,1.757505000000009,2.8754137773037374,-2.016670985405491,22.5471705,4.3829923125
53,53,0.001278749999968909,2.8766434976584594,0.012297203547220192,22.547298374999997,4.3829923125
54,54,1.4790436777902551,2.9714161481484114,0.9477265048995198,22.547426249999997,4.235088
55,55,0.17562988742759325,2.9883248546569967,0.16908706508585336,22.564877624999998,4.2331111125
56,56,0.17562988742759325,3.0243420443479674,0.36017189690970675,22.582328999999998,4.231134225
57,57,0.17247811039267838,3.0452928708054645,0.2095082645749713,22.589646375,4.21551555
58,58,0.07635620537526532,3.0577180721470154,0.12425201341550896,22.596963749999997,4.2133341
59,59,0.09279248935798688,3.072102332559602,0.1438426041258678,22.600203,4.2046386
60,60,0.07732049999999902,3.0831743436208474,0.11072011061245224,22.600203,4.19690655
61,61,0.0,3.1027220730309004,0.19547729410053005,22.600203,4.19690655
