,frame,speed,heading,angular_velocity
0,0,,2.4013737726329274,
1,1,0.0,2.4013737726329274,0.0
2,2,0.4878524873312683,2.412875757595816,0.11501984962888567
3,3,0.0,2.4170276243154545,0.041518667196385195
4,4,0.3186637499999918,2.4225176904382817,0.054900661228272085
5,5,0.4595113659128801,2.4333310064331055,0.10813315994823824
6,6,0.1346929621456188,2.4415180909977305,0.08187084564625025
7,7,0.13469296214563428,2.449552773299252,0.08034682301521379
8,8,0.037778913182485274,2.4536392476855546,0.040864743863027186
9,9,0.037778913182502184,2.4577251839667653,0.04085936281210678
10,10,0.032384580146258245,2.4623598800839224,0.046346961171570555
11,11,0.02630249999999279,2.46711525753685,0.04755377452927423
12,12,0.026519102784611604,2.4718243581732793,0.04709100636429486
13,13,0.02630249999999279,2.476535119444659,0.04710761271379926
14,14,0.02134250000000293,2.478255235842733,0.01720116398074012
15,15,0.023064633776613424,2.4797683790650256,0.015131432222923458
16,16,0.013184937665768235,2.480672318709373,0.00903939644347318
17,17,0.024959999999992988,2.483787053764334,0.031147350549609598
18,18,0.024960000000014304,2.4868876647328797,0.031006109685458583
19,19,0.025610945047957752,2.489462399179137,0.025747344462572208
20,20,0.01414695196853248,2.4895900963835307,0.0012769720439376187
21,21,0.01211500000000143,2.4899458465747033,0.003557501911726213
22,22,0.01211500000000143,2.490451618624625,0.0050577204992174885
23,23,0.007572223088355946,2.491221760109917,0.007701414852920863
24,24,0.015526148306959248,2.4929236598528,0.017018997428830396
25,25,0.006927499999989095,2.4941323691609893,0.012087093081891709
26,26,0.025672500000005982,2.497216216621122,0.030838474601324606
27,27,0.021439999999991244,2.4996921317176093,0.0247591509648748
28,28,0.02144000000001256,2.5021473382849484,0.024552065673391077
29,29,0.011720232506242205,2.5761418225653054,0.7399448428035704
30,30,0.0,2.652120932938609,0.7597911037330363
31,31,0.0,2.731043744324842,0.789228113862328
32,32,0.16891778157213144,2.7934803873945224,0.6243664306968055
33,33,0.15980500000000575,2.7955222726856266,0.02041885291104162
34,34,0.0,2.794729345162038,-0.007929275235887268
35,35,0.5748325000000065,2.7663123081672873,-0.2841703699475051
36,36,0.0,2.6410732205192113,-1.25239087648076
37,37,0.0,2.5290638580449567,-1.1200936247425464
38,38,0.4186380797075961,2.429180859060419,-0.9988299898453779
39,39,2.653304364999713,2.323781192536548,-1.05399666523871
40,40,2.653304364999714,2.2875035913063266,-0.3627760123022128
41,41,6.215237527372994,2.3572687730890975,0.6976518178277091
42,42,4.54607352202048,2.3711396316506588,0.13870858561561228
43,43,2.7449969718016134,2.424951370836144,0.5381173918548532
44,44,1.8707545952122797,2.5038874052831535,0.7893603444700936
45,45,1.7184893131673125,2.6035743252887347,0.9968692000558121
46,46,0.23137499999998568,2.6041726874306184,0.005983621418836904
47,47,0.30712911169410156,2.6411508519859006,0.36978164555282245
48,48,0.231375000000007,2.659350474424591,0.18199622438690444
49,49,1.4857200000000077,2.6664360365132267,0.07085562088635644
50,50,0.20325172571913006,2.73998624632455,0.7355020981132343
51,51,0.14360250000000718,2.807681060574358,0.6769481424980794
52,52,2.1829574999999934,2.7600180009579094,-0.4766305961644868
53,53,0.46898190984735,2.740205813156686,-0.19812187801223402
54,54,0.0,2.7534479669040497,0.13242153747363705
55,55,1.08225749999999,2.6914651613686247,-0.6198280553542501
56,56,1.4419328714182718,2.728532344340618,0.3706718297199352
57,57,0.38587556000324696,2.7606134340023165,0.32081089661698314
58,58,0.6838293704218613,2.7754194385340374,0.14806004531720873
59,59,0.0,2.768009316677375,-0.07410121856662233
60,60,0.6838293704218613,2.7350007989690797,-0.33008517708295493
61,61,1.8815992414050862,2.6730467295702245,-0.6195406939885517
62,62,0.2991949466746257,2.625258543214148,-0.4778818635607651
63,63,0.2991949466746093,2.5761301582625133,-0.4912838495163463
64,64,1.8446073750682717,2.527264606917144,-0.4886555134536952
65,65,0.0,2.5288972690175733,0.016326621004294495
66,66,0.0,2.543557806250578,0.14660537233004867
67,67,2.1235756281564493,2.5519505126586934,0.08392706408115291
68,68,0.3504749999999959,2.56876478834402,0.16814275685326674
69,69,0.02602124999999944,2.5741871636838405,0.05422375339820373
70,70,0.45858750000001436,2.5703380668093345,-0.03849096874505964
71,71,0.49963780651118395,2.550186223411144,-0.2015184339819065
72,72,0.3805540589801234,2.535299208704229,-0.1488701470691467
73,73,0.26231497300478407,2.525558561912475,-0.09740646791754237
74,74,0.22989750000000697,2.5296121417224304,0.040535798099554654
75,75,0.22989750000000697,2.5166554890751778,-0.12956652647252653
76,76,1.5762064585302742,2.503917970744868,-0.12737518330309783
77,77,1.3457699999999875,2.5225417653873365,0.1862379464246855
78,78,0.857520000000001,2.5390254797366376,0.1648371434930107
79,79,0.40378816423729114,2.5644899186786074,0.25464438941969814
80,80,1.1599299537539411,2.5905281847388992,0.26038266060291804
81,81,0.0,2.594289098521057,0.03760913782157704
82,82,2.759271336581683,2.5982459064436574,0.03956807922600447
83,83,8.159350570482479,2.6357678537190905,0.3752194727543312
84,84,8.159350570482477,2.6683644126635446,0.32596558944454124
85,85,10.954880297422807,2.867559576131822,1.991951634682776
86,86,12.230811119488173,2.981433039402095,1.138734632702727
87,87,12.230811119488163,3.09100820104839,1.09575161646295
88,88,17.69717418551003,2.8590582940194778,-2.3194990702891216
89,89,11.008009519969152,2.7559949277083966,-1.0306336631108115
90,90,4.763305956222823,2.7387557999721555,-0.17239127736241144
91,91,4.763305956222823,2.7407228223520783,0.01967022379922856
92,92,6.403544353061421,2.5511736185285705,-1.8954920382350782
93,93,5.894910262985903,2.4991999148023325,-0.51973703726238
94,94,10.749232500000005,2.551932893038628,0.527329782362953
95,95,10.749232500000005,2.611134917469375,0.5920202443074718
96,96,13.366786283416454,2.6479853433019436,0.3685042583256859
97,97,10.228415868506433,2.775157815190048,1.2717247188810443
98,98,10.228415868506433,2.856714141305043,0.8155632611499497
99,99,7.004826924023562,2.827329691702496,-0.29384449602547047
100,100,7.267120404749814,2.876938467094844,0.49608775392348203
101,101,9.768162054882682,2.846703961802965,-0.302345052918791
102,102,9.768162054882678,2.8162214834432833,-0.30482478359681764
103,103,13.14070247287751,2.810514435617413,-0.0570704782587006
104,104,13.140702472877475,2.8054951705675344,-0.05019265049878818
105,105,13.140702472877518,2.806555522674418,0.010603521068834887
106,106,14.01850407255804,2.949639503125608,1.430839804511903
107,107,14.018504072558063,2.9096259278493832,-0.40013575276224955
108,108,14.018504072558047,2.8664527133358835,-0.4317321451349976
109,109,16.5887797009221,2.9052433595916405,0.3879064625575701
110,110,12.872045168849676,2.910986021789141,0.057426621975005254
111,111,11.636024624093606,2.8184269479006345,-0.9255907388850648
112,112,11.636024624093588,2.733409938537285,-0.8501700936334933
113,113,11.333869687309194,2.7013130776587007,-0.32096860878584543
114,114,11.063377257474942,2.7727381037411845,0.714250260824838
115,115,11.026079999999993,2.892842832920296,1.2010472917911175
116,116,12.597896504926494,2.7795087967420304,-1.1333403617826576
117,117,15.435285938216081,2.7360894220836274,-0.43419374658403065
118,118,16.634423318755008,2.833205690205361,0.9711626812173346
119,119,13.693375336897603,2.8250628436521596,-0.08142846553201188
120,120,16.229308596879303,3.006447026823005,1.8138418317084515
121,121,16.229308596879267,3.103796637844558,0.9734961102155326
122,122,5.387883304749617,3.359384129741575,2.5558749189701713
123,123,1.4527359677110188,3.4196513231868053,0.6026719344523013
124,124,0.712260383379013,3.520228760630825,1.005774374440196
125,125,1.234267500000044,3.6278247607288296,1.0759600009800474
126,126,0.2809649999999948,3.6306077470667093,0.02782986337879656
127,127,3.0178800000000052,3.6851215643918307,0.5451381732512139
128,128,2.7137296267709443,3.4221960803899316,-2.629254840018991
129,129,0.0,3.252719800720665,-1.6947627966926682
130,130,0.0,3.1736466096581433,-0.7907319106252153
131,131,9.303550484657864,3.077388615042193,-0.9625799461595008
132,132,11.411540262664586,2.950788875001096,-1.2659974004109698
133,133,13.227963512990213,3.1162849251894644,1.6549605018836822
134,134,14.775712170691634,3.1669841152477107,0.506991900582463
135,135,15.214786950225859,3.1894618277317806,0.22477712484069823
136,136,7.689405301264356,3.19956435515698,0.10102527425199348
137,137,7.458114833064798,3.174295552617313,-0.2526880253966679
138,138,2.2971664201862354,3.176784925006379,0.024893723890659913
139,139,7.9472271836192,3.2060722306000358,0.29287305593656665
140,140,8.078301388115287,3.1339180711388157,-0.7215415946122006
141,141,8.078301388115273,3.053043307214227,-0.8087476392458859
142,142,7.766090091313629,3.0418925949658027,-0.11150712248424455
143,143,14.719575000000006,3.128339732595458,0.8644713762965539
144,144,8.44942941311581,3.178511724934044,0.5017199233858616
145,145,8.44529999999996,3.25571205329331,0.7720032835926594
146,146,4.68976894130738,3.2469621497866865,-0.08749903506623635
147,147,4.689880660228089,3.2583235164803597,0.11361366693673158
148,148,1.6238022157000915,3.2869802209989234,0.28656704518563725
149,149,2.5011864982256156,3.3320997667407077,0.4511954574178434
150,150,2.2366400000000084,3.3913758912935497,0.5927612455284192
151,151,0.6819225000000273,3.5907742613912785,1.9939837009772887
152,152,0.9999217878476816,3.633630899282855,0.42856637891576455
153,153,1.1495385947876091,3.685106948033101,0.5147604875024614
154,154,3.823358003341083,3.781577261836308,0.9647031380320703
155,155,3.802642500000019,3.830850216675641,0.49272954839332694
156,156,3.802642499999976,3.8871835172490266,0.563333005733857
157,157,3.244885546594843,3.95688872540391,0.6970520815488346
158,158,3.600195399992209,3.9169114138826986,-0.3997731152121142
159,159,3.600195399992209,3.8660081764996717,-0.5090323738302693
160,160,1.308423075702659,3.8232078422110356,-0.42800334288636055
161,161,1.3084230757026922,3.7810365213692645,-0.4217132084177111
162,162,1.0319407074930211,3.747036219149991,-0.34000302219273415
163,163,1.1801800000000071,3.6760324620318006,-0.7100375711819051
164,164,1.1801799999999645,3.564707880173225,-1.1132458185857574
165,165,1.1964608948713125,3.4595708451686304,-1.0513703500459437
166,166,3.447091934556027,3.3253550305759965,-1.3421581459263399
167,167,3.447091934556027,3.2289023794007417,-0.9645265117525481
168,168,3.447091934556027,3.2232924553704736,-0.05609924030268054
169,169,0.0,3.180454769384414,-0.42837685986059526
170,170,0.18104250000001798,3.1467990584050165,-0.3365571097939757
171,171,0.48689030935653566,3.169068438621025,0.2226938021600855
172,172,1.575975000000028,3.228327492424998,0.5925905380397278
173,173,0.0,3.308880839791214,0.8055334736621633
174,174,1.0390612500000174,3.395687449358697,0.8680660956748287
175,175,0.017752500000028704,3.390903561106493,-0.04783888252203994
176,176,0.501907309883063,3.3722828980441655,-0.1862066306232757
177,177,0.03467249999998501,3.3773393229191053,0.050564248749398466
178,178,0.03467249999998501,3.3701245165701117,-0.0721480634899363
179,179,0.035163171718598236,3.3688323520039787,-0.012921645661330139
180,180,0.11308044061643477,3.3613694689186095,-0.07462883085369132
181,181,0.11899999382882245,3.3615860078435875,0.0021653892497797145
182,182,0.11065500000003681,3.342442935254113,-0.19143072589474563
183,183,0.043777500000018676,3.32954605370154,-0.12896881552572736
184,184,0.620679192724591,3.194887465250665,-1.3465858845087508
185,185,0.19843500000001768,3.129323092480498,-0.6556437277016736
186,186,1.1372797109502317,3.06532702249097,-0.6399606998952789
187,187,0.4046322251150552,2.956570707253957,-1.0875631523701301
188,188,0.47643238362070184,2.862658407648428,-0.9391229960552883
189,189,0.3696049901753176,2.8450012906899436,-0.17657116958484487
190,190,0.39496587928576177,2.809540046327393,-0.3546124436255038
191,191,0.03982625015695077,2.8366936672309833,0.2715362090359008
192,192,0.03982625015691633,2.8544323958992344,0.17738728668251103
193,193,0.185977500000007,2.837587188973708,-0.1684520692552649
194,194,0.0,2.861086554775044,0.23499365801336047
195,195,0.0,2.8797230030835066,0.18636448308462672
196,196,0.0025853493477720137,2.8622954551289492,-0.17427547954557365
197,197,0.0025853493477458766,2.8802378297878097,0.17942374658860505
198,198,0.0025853493477720137,2.8943506588337957,0.14112829045985986
199,199,0.024212444114542916,2.881933336644791,-0.12417322189004931
200,200,0.024212444114560586,2.8970295051619837,0.15096168517192865
201,201,0.024212444114542916,2.9113799369813482,0.14350431819364573
202,202,0.017430938191893657,2.900439610341549,-0.1094032663979938
203,203,0.01743093819191412,2.9144474769368074,0.14007866595258545
204,204,0.017430938191893657,2.918036723042359,0.0358924610555178
205,205,0.04192062924442128,2.916476987484543,-0.015597355578162997
206,206,0.041920629244478334,2.922224943958232,0.057479564736890865
207,207,0.04192062924442128,2.9419555592087168,0.19730615250484806
208,208,2.326293812961949,3.2301445375262006,2.881889783174838
209,209,0.9690263171251866,3.330086151078581,0.9994161355238029
210,210,0.28660499999999445,3.376446683766974,0.4636053268839335
211,211,0.6899349883333746,3.360746561506401,-0.15700122260573046
212,212,0.8825549999999964,3.3517418401787435,-0.09004721327657617
213,213,0.0,3.351959413476164,0.0021757329742033704
214,214,0.2272602099191255,3.329331607453281,-0.22627806022883057
215,215,0.0,3.326581764169222,-0.02749843284058695
216,216,0.25492875000003323,3.3230496678713783,-0.0353209629784379
217,217,0.34287148031828046,3.308503284277207,-0.14546383594171264
218,218,0.25492875000003323,3.3087546808564605,0.0025139657925343784
219,219,0.1844648451644741,3.313987088491414,0.05232407634953695
220,220,0.1844648451644741,3.3075909942292734,-0.06396094262140828
